"ID";"TIP";"TipVehiculAsigurat";"Categ";"Marca";"Model";"Capacitate";"Putere";"Nr_locuri";"An_fabr";"Masa_max";"0"
"13100511";"RCA";"Inmatriculat";"Autoturism";"HYUNDAI";"ACCENT";"1399";"71";"5";"2007";"1580";"0"
"13125177";"RCA";"Inmatriculat";"Autoturism";"RENAULT";"MEGANE";"1461";"63";"5";"2005";"1815";"0"
"13132098";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF";"12902";"340";"2";"2000";"20500";"0"
"13132460";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH480";"12780";"353";"2";"2008";"20000";"0"
"13136065";"RCA";"Inmatriculat";"Autoturism";"BMW";"560L";"2993";"160";"5";"2005";"2170";"0"
"13137512";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12777";"345";"2";"2015";"20500";"0"
"13141254";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"36.360 8X4";"11967";"265";"3";"2004";"32000";"0"
"13142534";"RCA";"Inmatriculat";"Autoturism";"BMW";"X5";"2993";"173";"5";"2008";"2740";"0"
"13153676";"RCA";"Inmatriculat";"Autoturism";"FIAT";"STILO";"1747";"98";"5";"2002";"1750";"0"
"13155066";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGX";"10518";"324";"2";"2008";"18000";"0"
"13155744";"RCA";"Inmatriculat";"Autoturism";"DACIA";"LOGAN";"1461";"48";"5";"2005";"1600";"0"
"13155777";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12777";"345";"2";"2011";"18000";"0"
"13159648";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R410";"12742";"302";"2";"2015";"19000";"0"
"13159766";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R410";"12742";"302";"2";"2015";"19000";"0"
"13159787";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R410";"12742";"302";"2";"2015";"19000";"0"
"13159819";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R410";"12742";"302";"2";"2015";"19000";"0"
"13164059";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R410";"12742";"302";"2";"2015";"19000";"0"
"13164066";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R410";"12742";"302";"2";"2015";"19000";"0"
"13172531";"RCA";"Inmatriculat";"Autoturism";"OPEL";"CORSA";"1229";"63";"5";"2014";"1163";"0"
"13175187";"RCA";"Inmatriculat";"Autoutilitara";"ISUZU";"ATFS";"2499";"120";"5";"2015";"3000";"0"
"13198877";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGX";"12419";"338";"2";"2017";"26000";"0"
"13202439";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF 440 FT";"10837";"320";"2";"2016";"20500";"0"
"13204849";"RCA";"Inmatriculat";"Autoturism";"VOLVO";"XC90";"2400";"147";"7";"2014";"2750";"0"
"13208127";"RCA";"Inmatriculat";"Autoturism";"VW";"BEETLE 1.6 TDI";"1596";"77";"5";"2010";"1840";"0"
"13223084";"RCA";"Inmatriculat";"Autoturism";"VW";"PASSAT";"1896";"96";"5";"2000";"2010";"0"
"13231419";"RCA";"Inmatriculat";"Autoturism";"BMW";"318D";"1995";"90";"5";"2005";"1950";"0"
"13235690";"RCA";"Inmatriculat";"Autoturism";"DACIA";"LOGAN";"1149";"55";"5";"2014";"1505";"0"
"13235838";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGX";"12419";"338";"2";"2017";"26000";"0"
"13242718";"RCA";"Inmatriculat";"Autoturism";"VW";"TIGUAN";"1968";"103";"5";"2008";"2240";"0"
"13244282";"RCA";"Inmatriculat";"Autoturism";"OPEL";"ASTRA";"1598";"62";"5";"2001";"1660";"0"
"13245024";"RCA";"Inmatriculat";"Autoturism";"SKODA";"FABIA";"1397";"44";"5";"2000";"1549";"0"
"13246496";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2012";"20500";"0"
"13246498";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2011";"20500";"0"
"13246499";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2011";"20500";"0"
"13246511";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2011";"20500";"0"
"13246512";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2011";"20500";"0"
"13246523";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2012";"20000";"0"
"13246524";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2012";"20000";"0"
"13246612";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2014";"20500";"0"
"13246635";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12777";"375";"2";"2015";"20500";"0"
"13246639";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2011";"20500";"0"
"13246646";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2011";"20500";"0"
"13246649";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2013";"20000";"0"
"13246656";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2012";"20000";"0"
"13246661";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2012";"20000";"0"
"13246671";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2012";"20000";"0"
"13246672";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 500";"12773";"375";"2";"2012";"20000";"0"
"13254781";"RCA";"Inmatriculat";"Autoturism";"LEXUS";"IS250";"2500";"153";"5";"2007";"2045";"0"
"13255840";"RCA";"Inmatriculat";"Autoutilitara";"IVECO";"STRALIS AS440S42";"10308";"309";"2";"2011";"18000";"0"
"13259590";"RCA";"Inmatriculat";"Autoturism";"BMW";"318D";"1995";"90";"5";"2004";"1810";"0"
"13262656";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"CF 85.430";"12580";"316";"2";"2005";"19000";"0"
"13263201";"RCA";"Inmatriculat";"Autoturism";"SEAT";"LEON";"1395";"92";"5";"2017";"1770";"0"
"13265896";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R420";"15607";"368";"2";"2012";"18600";"0"
"13277597";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 440";"12780";"324";"2";"2009";"18600";"0"
"13284626";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES";"ACTROS";"11946";"320";"2";"2007";"18000";"0"
"13316509";"RCA";"Inmatriculat";"Autoturism";"AUDI";"Q7";"2967";"176";"5";"2008";"2990";"0"
"13319768";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES-BENZ";"ACTROS";"11946";"320";"2";"2008";"18000";"0"
"13323181";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF";"12902";"340";"2";"2000";"20500";"0"
"13323185";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF";"12902";"355";"2";"2000";"20500";"0"
"13323189";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF";"12902";"355";"2";"2000";"20500";"0"
"13323196";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF";"12902";"355";"2";"2000";"20500";"0"
"13323205";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF";"12902";"355";"2";"2000";"20500";"0"
"13323206";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF";"12902";"340";"2";"2000";"20500";"0"
"13323211";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF";"12902";"340";"2";"2000";"20500";"0"
"13323224";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF";"12902";"340";"2";"2000";"20500";"0"
"13323232";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF";"12902";"340";"2";"2000";"20500";"0"
"13323241";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF";"12902";"340";"2";"2000";"20500";"0"
"13323242";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF";"12902";"340";"2";"2000";"20500";"0"
"13325014";"RCA";"Inmatriculat";"Autoturism";"RENAULT";"LF55";"1461";"48";"5";"2006";"1500";"0"
"13325084";"RCA";"Inmatriculat";"Autoturism";"RENAULT";"LF55";"1461";"47";"5";"2008";"1505";"0"
"13325481";"RCA";"Inmatriculat";"Autoturism";"RENAULT";"LF55";"1461";"63";"5";"2008";"1745";"0"
"13325495";"RCA";"Inmatriculat";"Autoturism";"RENAULT";"LF55";"1461";"60";"5";"2004";"1745";"0"
"13325672";"RCA";"Inmatriculat";"Autoturism";"OPEL";"MOKKA";"1598";"100";"5";"2015";"1896";"0"
"13329524";"RCA";"Inmatriculat";"Autoturism";"CITROEN";"C5";"1560";"80";"5";"2007";"1944";"0"
"13330567";"RCA";"Inmatriculat";"Autoturism";"MERCEDES";"C 220";"2148";"105";"5";"2001";"2000";"0"
"13332689";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH42TB/FH 420";"12777";"315";"2";"2011";"18000";"0"
"13332692";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH42TB/FH 420";"12777";"315";"2";"2011";"18000";"0"
"13336312";"RCA";"Inmatriculat";"Autoutilitara";"ISUZU";"EBHADE";"2999";"110";"3";"2018";"7500";"0"
"13338910";"RCA";"Inmatriculat";"Autoturism";"OPEL";"ZAFIRA-A";"1598";"74";"7";"2002";"1970";"0"
"13340868";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"N320";"12742";"331";"2";"2015";"19000";"0"
"13340897";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"N320";"12742";"331";"2";"2015";"19000";"0"
"13341178";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"N320";"12742";"331";"2";"2015";"19000";"0"
"13345155";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12777";"375";"2";"2012";"18000";"0"
"13351870";"RCA";"Inmatriculat";"Autoturism";"VW";"PASSAT";"1595";"74";"5";"1998";"1750";"0"
"13359458";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R400LA";"12740";"294";"2";"2010";"18600";"0"
"13362062";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12780";"324";"2";"2010";"18200";"0"
"13368086";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"MAN";"11967";"301";"2";"2012";"18000";"0"
"13377822";"RCA";"Inmatriculat";"Autoturism";"DACIA";"LOGAN";"1461";"48";"5";"2006";"1600";"0"
"13379660";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"FT XF";"12902";"300";"2";"2012";"20500";"0"
"13388172";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"FT";"12902";"338";"2";"2013";"20500";"0"
"13424515";"RCA";"Inmatriculat";"Autoturism";"VOLKSWAGEN";"GOLF";"1968";"103";"5";"2004";"1910";"0"
"13442519";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"FT XF105.410";"12902";"300";"2";"2011";"20500";"0"
"13448023";"RCA";"Inmatriculat";"Autoturism";"DACIA";"LOGAN";"1598";"62";"5";"2012";"1540";"0"
"13449832";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGX";"12419";"368";"2";"2018";"19000";"0"
"13449989";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGX";"12419";"368";"2";"2018";"19000";"0"
"13450155";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGX";"12419";"368";"2";"2018";"19000";"0"
"13476610";"RCA";"Inmatriculat";"Autoturism";"RENAULT";"MEGANE SCENIC";"1461";"81";"5";"2011";"1944";"0"
"13491605";"RCA";"Inmatriculat";"Autoturism";"MERCEDES";"SPRINTER";"2148";"60";"7";"2003";"3500";"0"
"13507074";"RCA";"Inmatriculat";"Autoturism";"OPEL";"ZAFIRA";"1598";"77";"7";"2005";"2090";"0"
"13508852";"RCA";"Inmatriculat";"Autoutilitara";"IVECO";"AS440T";"10308";"338";"2";"2013";"19000";"0"
"13508853";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R490";"12742";"360";"2";"2014";"18600";"0"
"13508858";"RCA";"Inmatriculat";"Autoutilitara";"IVECO";"AS440T";"10308";"338";"2";"2013";"19000";"0"
"13510376";"RCA";"Inmatriculat";"Autoutilitara";"IVECO";"STRALIS";"10308";"332";"2";"2007";"19000";"0"
"13517516";"RCA";"Inmatriculat";"Autoturism";"VW";"PASSAT";"1595";"53";"5";"1988";"1400";"0"
"13518439";"RCA";"Inmatriculat";"Autoturism";"SEAT";"CORDOBA";"1390";"55";"5";"2003";"1585";"0"
"13554150";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R410";"12742";"302";"2";"2014";"19000";"0"
"13556432";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH 42 440";"12780";"324";"2";"2008";"18200";"0"
"13565389";"RCA";"Inmatriculat";"Autobuz /autocar";"MERCEDES BENZ";"0350";"11967";"310";"51";"2003";"18000";"0"
"13567735";"RCA";"Inmatriculat";"Autoturism";"DACIA";"LOGAN";"898";"66";"5";"2017";"1620";"0"
"13592261";"RCA";"Inmatriculat";"Autoutilitara";"RENAULT";"HD001";"12777";"390";"2";"2014";"19000";"0"
"13594863";"RCA";"Inmatriculat";"Autoturism";"OPEL";"ASTRA";"1398";"74";"5";"2010";"1885";"0"
"13595365";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R450";"12740";"331";"2";"2016";"19000";"0"
"13595369";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R450";"12740";"331";"2";"2015";"19000";"0"
"13597333";"RCA";"Inmatriculat";"Autoturism";"AUDI";"A6";"2496";"120";"5";"2004";"2165";"0"
"13601039";"RCA";"Inmatriculat";"Autoturism";"BMW";"320D";"1951";"95";"5";"2001";"1875";"0"
"13603685";"RCA";"Inmatriculat";"Autoturism";"DACIA";"DUSTER";"1461";"80";"5";"2015";"1875";"0"
"13606331";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGX 18440";"10518";"324";"2";"2011";"18000";"0"
"13607034";"RCA";"Inmatriculat";"Autoturism";"DACIA";"LOGAN";"1461";"50";"5";"2007";"1796";"0"
"13615179";"RCA";"Inmatriculat";"Autoutilitara";"IVECO";"AT440T";"10308";"338";"2";"2013";"44000";"0"
"13615207";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGX";"12419";"353";"2";"2016";"44000";"0"
"13616514";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"FTXF105.460";"12902";"340";"2";"2007";"20500";"0"
"13633184";"RCA";"Inmatriculat";"Autoturism";"OPEL";"ASTRA-F-CC";"1389";"44";"5";"1992";"1455";"0"
"13633484";"RCA";"Inmatriculat";"Autoturism";"FORD";"FOCUS";"1560";"80";"5";"2007";"1885";"0"
"13711875";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGA 18.440 4X2 BLS";"10518";"324";"2";"2007";"18000";"0"
"13712436";"RCA";"Inmatriculat";"Autoturism";"VW";"PASSAT";"1968";"103";"5";"2006";"2090";"0"
"13725003";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF 105";"12902";"340";"2";"2010";"20500";"0"
"13742355";"RCA";"Inmatriculat";"Autoturism";"MAZDA";"MX-5";"1998";"118";"2";"2017";"1260";"0"
"13753779";"RCA";"Inmatriculat";"Autoturism";"ALFA ROMEO";"159 SPORTWAGON";"1910";"110";"5";"2006";"2105";"0"
"13767148";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF 460 FT";"12902";"340";"2";"2016";"20500";"0"
"13767625";"RCA";"Inmatriculat";"Autoturism";"VW";"PASSAT";"1896";"77";"5";"2006";"2100";"0"
"13767679";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"VOLVO";"12773";"375";"2";"2015";"20500";"0"
"13767685";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"VOLVO";"12773";"375";"2";"2015";"20000";"0"
"13767698";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"VOLVO";"12777";"375";"2";"2015";"20000";"0"
"13767701";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"VOLVO";"12773";"375";"2";"2015";"20500";"0"
"13770136";"RCA";"Inmatriculat";"Autoturism";"BMW";"316I";"1895";"77";"5";"2000";"1675";"0"
"13783447";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES";"BENZ ACTROS 1844LS";"11946";"320";"2";"2008";"18000";"0"
"13790268";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES";"ACTROS";"11946";"335";"2";"2002";"18000";"0"
"13792131";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12130";"368";"2";"2005";"18000";"0"
"13820503";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES";"ATEGO 923";"6374";"170";"2";"2005";"9500";"0"
"13829302";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF 105.410";"12902";"300";"2";"2010";"19000";"0"
"13829305";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF 105.410";"12902";"300";"2";"2010";"19000";"0"
"13829906";"RCA";"Inmatriculat";"Autoutilitara";"IVECO";"STRALIS";"10308";"316";"2";"2003";"18000";"0"
"13841998";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF105";"12902";"300";"2";"2012";"19000";"0"
"13842036";"RCA";"Inmatriculat";"Autoturism";"VW";"POLO";"1598";"66";"5";"2011";"1680";"0"
"13860538";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12780";"324";"2";"2010";"18200";"0"
"13875643";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGX18.440";"10518";"324";"2";"2011";"18000";"0"
"13878726";"RCA";"Inmatriculat";"Autoutilitara";"IVECO";"STRALIS";"10308";"309";"2";"2008";"18000";"0"
"13880829";"RCA";"Inmatriculat";"Autoutilitara";"IVECO";"AS 440T";"10308";"338";"2";"2013";"19000";"0"
"13880832";"RCA";"Inmatriculat";"Autoutilitara";"IVECO";"AS 440T";"10308";"338";"2";"2013";"19000";"0"
"13880834";"RCA";"Inmatriculat";"Autoutilitara";"IVECO";"AS 440T";"10308";"338";"2";"2013";"19000";"0"
"13880836";"RCA";"Inmatriculat";"Autoutilitara";"IVECO";"AS 440T";"10308";"338";"2";"2013";"19000";"0"
"13880904";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12777";"345";"2";"2012";"20500";"0"
"13890203";"RCA";"Inmatriculat";"Autoturism";"OPEL";"CORSA";"973";"43";"5";"2001";"1430";"0"
"13894233";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"24A3C";"12777";"345";"2";"2014";"19000";"0"
"13898867";"RCA";"Inmatriculat";"Autoutilitara";"DAF";"XF 105/460";"12902";"340";"2";"2010";"18600";"0"
"13899495";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH42TB";"12780";"324";"2";"2007";"20000";"0"
"13911894";"RCA";"Inmatriculat";"Autoturism";"OPEL";"MOKKA";"1598";"81";"5";"2016";"1883";"0"
"13932930";"RCA";"Inmatriculat";"Autoturism";"FIAT";"DUCATO";"2287";"110";"8";"2018";"3300";"0"
"13939709";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGA18.440";"10518";"324";"2";"2007";"18000";"0"
"13947714";"RCA";"Inmatriculat";"Autoturism";"AUDI";"A5";"1968";"120";"4";"2010";"2060";"0"
"13949698";"RCA";"Inmatriculat";"Autoturism";"VOLKSWAGEN";"PASSAT";"1595";"75";"5";"2003";"1890";"0"
"13953261";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGA 18.430";"10518";"316";"2";"2009";"18000";"0"
"13953641";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH42TB";"12777";"315";"2";"2012";"18000";"0"
"13959767";"RCA";"Inmatriculat";"Autoturism";"FORD";"ESCORT";"1597";"66";"5";"1997";"1685";"0"
"13960563";"RCA";"Inmatriculat";"Autoutilitara";"FORD";"TRANSIT";"2198";"74";"3";"2016";"2900";"0"
"13962433";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGX 18.440";"10518";"324";"2";"2009";"18000";"0"
"13963605";"RCA";"Inmatriculat";"Autoturism";"VOLKSWAGEN";"GOLF";"1896";"66";"5";"2001";"1780";"0"
"13965189";"RCA";"Inmatriculat";"Autoturism";"AUDI";"A4";"1868";"103";"5";"2004";"2040";"0"
"13968888";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12777";"345";"2";"2012";"20500";"0"
"13994171";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS 1845LS";"12809";"330";"2";"2015";"18000";"0"
"13996708";"RCA";"Inmatriculat";"Autoturism";"VW";"PASSAT";"1896";"85";"5";"2000";"1930";"0"
"14016047";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"11946";"320";"2";"2009";"18000";"0"
"14016156";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"11946";"300";"2";"2009";"18000";"0"
"14033770";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12777";"375";"2";"2015";"20500";"0"
"14033782";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12773";"375";"2";"2010";"20500";"0"
"14033793";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12773";"375";"2";"2010";"20500";"0"
"14033800";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12773";"375";"2";"2010";"20500";"0"
"14033946";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES";"ACTROS";"12809";"350";"5";"2005";"18000";"0"
"14041758";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGA 18.440";"10518";"321";"2";"2006";"18000";"0"
"14054041";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"11946";"320";"2";"2013";"18000";"0"
"14054045";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"11946";"320";"2";"2013";"18000";"0"
"14064202";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12777";"375";"2";"2017";"20500";"0"
"14065934";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FHA3C";"12777";"345";"2";"2013";"20000";"0"
"14070050";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES";"ACTROS";"11946";"300";"2";"2009";"18600";"0"
"14070708";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12777";"345";"2";"2015";"20500";"0"
"14078662";"RCA";"Inmatriculat";"Autoutilitara";"FIAT";"DUCATO";"2287";"96";"3";"2016";"3500";"0"
"14079205";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R450";"12742";"331";"2";"2017";"19000";"0"
"14079207";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R450";"12742";"331";"2";"2017";"19000";"0"
"14079210";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R450";"12742";"331";"2";"2017";"19000";"0"
"14079216";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R450";"12742";"331";"2";"2017";"19000";"0"
"14079217";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R450";"12742";"331";"2";"2017";"19000";"0"
"14081256";"RCA";"Inmatriculat";"Autoturism";"FIAT";"PUNTO";"1910";"59";"5";"2000";"1565";"0"
"14082855";"RCA";"Inmatriculat";"Autoutilitara";"SCANIA";"R450";"12742";"331";"2";"2017";"19000";"0"
"14093587";"RCA";"Inmatriculat";"Autoturism";"MERCEDES BENZ";"SPRINTER 316";"2685";"115";"9";"2004";"3500";"0"
"14099384";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES-BENZ";"ACTROS";"11946";"320";"2";"2010";"18000";"0"
"14104667";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2015";"18000";"0"
"14104669";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2015";"18000";"0"
"14104671";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2015";"18000";"0"
"14104676";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2015";"18000";"0"
"14104678";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2015";"18000";"0"
"14104684";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2015";"18000";"0"
"14130335";"RCA";"Inmatriculat";"Autoturism";"OPEL";"ASTRA";"1598";"74";"5";"2001";"1670";"0"
"14131883";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"26.460FNLC";"12816";"338";"2";"2001";"26000";"0"
"14137703";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGA 18.440";"10518";"324";"2";"2007";"18000";"0"
"14137705";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGA 18.430";"10518";"316";"2";"2006";"18000";"0"
"14169917";"RCA";"Inmatriculat";"Autoturism";"DACIA";"LOGAN";"1461";"48";"5";"2006";"1540";"0"
"14170443";"RCA";"Inmatriculat";"Autoutilitara";"MAN";"TGX";"12419";"368";"2";"2019";"18000";"0"
"14178263";"RCA";"Inmatriculat";"Autoturism";"BMW";"320D TOURING";"1995";"110";"5";"2004";"2005";"0"
"14195520";"RCA";"Inmatriculat";"Autoturism";"RENAULT";"MEGANE";"1461";"60";"5";"2005";"1770";"0"
"14202507";"RCA";"Inmatriculat";"Autoutilitara";"VOLVO";"FH";"12777";"345";"2";"2012";"18000";"0"
"14202821";"RCA";"Inmatriculat";"Autoturism";"VOLKSWAGEN";"3BG/SEAVBX01";"1896";"74";"5";"2003";"2030";"0"
"14225646";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2014";"18000";"0"
"14225647";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2014";"18000";"0"
"14225648";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2014";"18000";"0"
"14225649";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2014";"18000";"0"
"14225651";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2014";"18000";"0"
"14225658";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2014";"18000";"0"
"14225662";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2014";"18000";"0"
"14225663";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2014";"18000";"0"
"14225666";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2014";"18000";"0"
"14225668";"RCA";"Inmatriculat";"Autoutilitara";"MERCEDES BENZ";"ACTROS";"12809";"330";"2";"2014";"18000";"0"
