"ID";"tip";"data_Start";"data_End";"BM";"Prima";"valuta";"sumaAsig";"factorReducere";"factorMajorare";"data_emitere";"nrRate";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL"
"12462286";"RCA";"2018-10-08";"2019-10-07";"B0";"5696.1";"RON";"0";"Fara";;"2018-10-08";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12464062";"RCA";"2018-10-08";"2019-10-07";"B0";"4300";"RON";"0";"Fara";;"2018-10-08";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12466067";"RCA";"2018-10-14";"2019-10-13";"B0";"4300";"RON";"0";"Rural";;"2018-10-08";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12467624";"RCA";"2018-10-09";"2018-11-08";"B2";"47.27";"RON";"0";"Rural";;"2018-10-08";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12469284";"RCA";"2018-10-10";"2019-10-09";"B1";"4300";"RON";"0";"Fara";;"2018-10-08";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12494986";"RCA";"2018-10-29";"2019-10-28";"B7";"3435.36";"RON";"0";"Rural";;"2018-10-10";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12497182";"RCA";"2018-10-11";"2019-04-10";"B1";"999.4";"RON";"0";"Fara";;"2018-10-10";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12535733";"RCA";"2018-10-13";"2019-10-12";"B1";"1018.4";"RON";"0";"Fara";;"2018-10-12";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12545013";"RCA";"2018-10-14";"2019-10-13";"B3";"4300";"RON";"0";"Rural";;"2018-10-12";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12563799";"RCA";"2018-10-15";"2019-04-14";"B1";"327.75";"RON";"0";"Rural";;"2018-10-14";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12572561";"RCA";"2018-10-19";"2019-04-18";"B2";"310.5";"RON";"0";"Fara";;"2018-10-15";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12584234";"RCA";"2018-10-16";"2019-10-15";"B0";"742.85";"RON";"0";"Fara";;"2018-10-15";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12603378";"RCA";"2018-10-17";"2019-10-16";"B1";"4300";"RON";"0";"Rural";;"2018-10-16";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12605669";"RCA";"2018-10-19";"2019-10-18";"B0";"4300";"RON";"0";"Fara";;"2018-10-16";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12648149";"RCA";"2018-10-19";"2019-10-18";"B1";"4300";"RON";"0";"Fara";;"2018-10-18";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12650133";"RCA";"2018-10-23";"2019-04-22";"B8";"158.25";"RON";"0";"Fara";;"2018-10-18";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12693646";"RCA";"2018-10-26";"2019-04-25";"B1";"654.55";"RON";"0";"Rural";;"2018-10-22";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12718739";"RCA";"2018-10-24";"2018-11-23";"B5";"41.11";"RON";"0";"Fara";;"2018-10-23";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12721503";"RCA";"2018-10-26";"2019-10-25";"B8";"275.5";"RON";"0";"Fara";;"2018-10-23";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12723810";"RCA";"2018-10-24";"2019-10-23";"B1";"4300";"RON";"0";"Fara";;"2018-10-23";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12723823";"RCA";"2018-10-24";"2019-10-23";"B1";"4300";"RON";"0";"Fara";;"2018-10-23";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12723829";"RCA";"2018-10-24";"2019-10-23";"B1";"4300";"RON";"0";"Fara";;"2018-10-23";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12723836";"RCA";"2018-10-24";"2019-10-23";"B1";"4300";"RON";"0";"Fara";;"2018-10-23";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12734284";"RCA";"2018-11-02";"2019-11-01";"B2";"4300";"RON";"0";"Rural";;"2018-10-24";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12775677";"RCA";"2018-11-02";"2018-12-01";"B0";"82.04";"RON";"0";"Rural";;"2018-10-26";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12778500";"RCA";"2018-10-29";"2019-10-28";"B4";"4300";"RON";"0";"Fara";;"2018-10-26";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12830911";"RCA";"2018-11-25";"2019-06-24";"B8";"499.92";"RON";"0";"Fara";;"2018-10-30";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12854511";"RCA";"2018-10-31";"2018-11-29";"B0";"97.17";"RON";"0";"Fara";;"2018-10-31";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12855854";"RCA";"2018-11-01";"2019-10-31";"B2";"735.38";"RON";"0";"Fara";;"2018-10-31";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12880242";"RCA";"2018-11-08";"2019-05-07";"B7";"374.4";"RON";"0";"Fara";;"2018-11-02";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12882399";"RCA";"2018-11-09";"2019-11-08";"B8";"275.5";"RON";"0";"Fara";;"2018-11-02";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12884508";"RCA";"2018-11-05";"2019-11-04";"B1";"4300";"RON";"0";"Fara";;"2018-11-02";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12890082";"RCA";"2018-11-02";"2018-12-01";"B0";"51.06";"RON";"0";"Rural";;"2018-11-02";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12902604";"RCA";"2018-11-07";"2019-11-06";"B5";"568.5";"RON";"0";"Fara";;"2018-11-04";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12920513";"RCA";"2018-11-29";"2019-11-28";"B5";"4300";"RON";"0";"Fara";;"2018-11-05";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12923817";"RCA";"2018-11-06";"2018-12-05";"B6";"58.33";"RON";"0";"Fara";;"2018-11-05";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12930227";"RCA";"2018-11-07";"2018-12-06";"B1";"147.52";"RON";"0";"Fara";;"2018-11-06";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12931420";"RCA";"2018-11-06";"2019-11-05";"B0";"545.86";"RON";"0";"Fara";;"2018-11-06";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12940799";"RCA";"2018-11-28";"2019-11-27";"B8";"3578.5";"RON";"0";"Fara";;"2018-11-06";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12961101";"RCA";"2018-11-08";"2018-12-07";"B1";"67.7";"RON";"0";"Fara";;"2018-11-07";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12963498";"RCA";"2018-11-09";"2019-11-08";"B1";"655.5";"RON";"0";"Rural";;"2018-11-08";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12968625";"RCA";"2018-11-08";"2019-11-07";"B0";"917.15";"RON";"0";"Fara";;"2018-11-08";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12971604";"RCA";"2018-11-16";"2019-11-15";"B1";"4300";"RON";"0";"Fara";;"2018-11-08";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12974222";"RCA";"2018-11-10";"2019-11-09";"B2";"964.8";"RON";"0";"Fara";;"2018-11-08";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13002977";"RCA";"2018-11-11";"2019-05-10";"B1";"512.53";"RON";"0";"Fara";;"2018-11-10";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13010109";"RCA";"2018-11-12";"2019-05-11";"B5";"239.25";"RON";"0";"Fara";;"2018-11-11";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13011352";"RCA";"2018-11-11";"2018-12-10";"B0";"84.58";"RON";"0";"Fara";;"2018-11-11";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13026678";"RCA";"2018-11-19";"2019-11-18";"B7";"4294.2";"RON";"0";"Fara";;"2018-11-12";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13041817";"RCA";"2018-11-21";"2019-11-20";"B4";"4300";"RON";"0";"Rural";"Regim taxi, rent-a-car, paza, scoala soferi, curierat";"2018-11-13";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13043781";"RCA";"2018-11-15";"2019-05-14";"B0";"689";"RON";"0";"Rural";;"2018-11-13";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13047803";"RCA";"2018-11-14";"2018-12-13";"B0";"61.49";"RON";"0";"Rural";;"2018-11-13";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13048167";"RCA";"2018-11-15";"2019-11-14";"B5";"4300";"RON";"0";"Rural";;"2018-11-13";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13070155";"RCA";"2018-12-14";"2019-12-13";"B2";"4300";"RON";"0";"Rural";;"2018-11-14";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13070158";"RCA";"2018-12-14";"2019-12-13";"B2";"4300";"RON";"0";"Rural";;"2018-11-14";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13076139";"RCA";"2018-11-15";"2018-12-14";"B0";"84.58";"RON";"0";"Fara";;"2018-11-15";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13076601";"RCA";"2018-12-04";"2019-12-03";"B4";"5725.6";"RON";"0";"Fara";;"2018-11-15";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13077711";"RCA";"2018-11-19";"2019-11-18";"M3";"4300";"RON";"0";"Rural";;"2018-11-15";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13085165";"RCA";"2018-12-15";"2019-12-14";"B1";"4300";"RON";"0";"Fara";;"2018-11-15";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13085176";"RCA";"2018-12-15";"2019-12-14";"B1";"4300";"RON";"0";"Fara";;"2018-11-15";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13085391";"RCA";"2018-12-02";"2019-12-01";"B5";"4300";"RON";"0";"Fara";;"2018-11-15";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13085591";"RCA";"2018-12-15";"2019-12-14";"B1";"4000";"RON";"0";"Fara";;"2018-11-15";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13086969";"RCA";"2018-11-17";"2019-11-16";"B0";"532.35";"RON";"0";"Rural";;"2018-11-15";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13087046";"RCA";"2018-12-15";"2019-12-14";"B4";"4300";"RON";"0";"Fara";;"2018-11-15";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13094633";"RCA";"2018-11-16";"2018-12-15";"B0";"121.86";"RON";"0";"Fara";;"2018-11-16";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13100511";"RCA";"2018-11-20";"2019-11-19";"B6";"532";"RON";"0";"Fara";;"2018-11-16";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13125177";"RCA";"2018-11-20";"2018-12-19";"B2";"45.35";"RON";"0";"Rural";;"2018-11-19";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13132098";"RCA";"2018-12-01";"2019-11-30";"B2";"4300";"RON";"0";"Rural";;"2018-11-19";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13132460";"RCA";"2018-11-23";"2019-11-22";"B7";"4300";"RON";"0";"Fara";;"2018-11-19";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13136065";"RCA";"2018-11-20";"2019-11-19";"B2";"1417.5";"RON";"0";"Fara";;"2018-11-19";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13137512";"RCA";"2018-11-20";"2019-05-19";"M1";"3936.35";"RON";"0";"Fara";;"2018-11-19";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13141254";"RCA";"2018-11-20";"2019-11-19";"B1";"4300";"RON";"0";"Rural";;"2018-11-19";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13142534";"RCA";"2018-11-20";"2018-12-19";"B0";"97.17";"RON";"0";"Fara";;"2018-11-19";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13153676";"RCA";"2018-11-22";"2019-05-21";"B1";"470.25";"RON";"0";"Fara";;"2018-11-20";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13155066";"RCA";"2018-11-21";"2019-11-20";"M7";"4300";"RON";"0";"Fara";;"2018-11-20";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13155744";"RCA";"2018-11-20";"2019-05-19";"B0";"231.83";"RON";"0";"Fara";;"2018-11-20";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13155777";"RCA";"2018-12-16";"2019-12-15";"B4";"4300";"RON";"0";"Rural";;"2018-11-20";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13159648";"RCA";"2018-11-21";"2019-11-20";"B4";"4300";"RON";"0";"Fara";;"2018-11-20";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13159766";"RCA";"2018-11-21";"2019-11-20";"B4";"4300";"RON";"0";"Fara";;"2018-11-20";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13159787";"RCA";"2018-11-21";"2019-11-20";"B4";"4300";"RON";"0";"Fara";;"2018-11-20";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13159819";"RCA";"2018-11-21";"2019-11-20";"B1";"4300";"RON";"0";"Fara";;"2018-11-20";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13164059";"RCA";"2018-11-28";"2019-11-27";"B4";"4300";"RON";"0";"Fara";;"2018-11-21";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13164066";"RCA";"2018-11-28";"2019-11-27";"B4";"4300";"RON";"0";"Fara";;"2018-11-21";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13172531";"RCA";"2018-11-26";"2019-11-25";"B6";"608";"RON";"0";"Fara";;"2018-11-21";"12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13175187";"RCA";"2018-11-22";"2019-11-21";"B0";"964.8";"RON";"0";"Fara";;"2018-11-21";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13198877";"RCA";"2018-11-23";"2019-11-22";"B0";"4300";"RON";"0";"Fara";;"2018-11-23";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13202439";"RCA";"2018-12-21";"2019-12-20";"M1";"4300";"RON";"0";"Rural";;"2018-11-23";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13204849";"RCA";"2018-11-24";"2019-11-23";"B1";"656.45";"RON";"0";"Fara";;"2018-11-23";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13208127";"RCA";"2018-11-23";"2018-12-22";"B0";"89.92";"RON";"0";"Fara";;"2018-11-23";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13223084";"RCA";"2018-12-19";"2019-12-18";"B0";"1440";"RON";"0";"Rural";;"2018-11-26";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
