id;tp;Tip;Varsta;Judet;Localitate;ID_polita;TipPolita;sex;ID_client
NULL;ASIGURAT;PJ;NULL;CLUJ;DEJ;15634668;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;ASIGURAT;PJ;NULL;ARGES;CAMPULUNG;21625659;RCA;;c549c436477e4f32a896676179ecfbd7
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ NAPOCA;19294623;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ NAPOCA;18622563;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;ASIGURAT;PJ;NULL;BISTRITA NASAUD;BISTRITA;201700161;RCA;;759341262e3ce21e218caeaf49a1c6e3
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ NAPOCA;25727840;RCA;;01a53a34824b20b505bd5b3973b95bc0
NULL;ASIGURAT;PJ;NULL;ARGES;PITESTI;6392099;RCA;;d2265265d8177d6115ddefa176b10c46
NULL;ASIGURAT;PJ;NULL;ARAD;ZIMANDU NOU;12077250;RCA;;4722b90555b6307657d3e5148360ab9d
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;22941728;RCA;;dfc28d36b15690835d874cd68d428bf2
NULL;ASIGURAT;PJ;NULL;MEHEDINTI;DROBETA-TURNU SEVERIN;26514506;RCA;;b6e893e9103915a8d9d45c2a620bb899
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;17321877;RCA;;8d67d22a2e2fa567c933701c97ba8acd
NULL;ASIGURAT;PJ;NULL;ALBA;ALBA IULIA;13076139;RCA;;7752856200564cd220bac592cb96d189
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 4;11139221;RCA;;92ea7b12061a7563834bf43e4878b204
NULL;ASIGURAT;PJ;NULL;MARAMURES;VISEU DE SUS;21860496;RCA;;2480f8b91003d0272ed174232adc8ca1
NULL;ASIGURAT;PJ;NULL;ILFOV;CIOROGARLA;15281908;RCA;;4497aaf25ffc3e8c46ddfbd529b6dee6
NULL;ASIGURAT;PJ;NULL;VALCEA;RAMNICU VALCEA;21116736;RCA;;d3e0de1e58b84d773f706b5201575c89
NULL;ASIGURAT;PJ;NULL;ARGES;PITESTI;13368086;RCA;;1bc7518a92f0b150c56edf09e84141bb
NULL;ASIGURAT;PJ;NULL;ILFOV;CHITILA;27368437;RCA;;70b278012e90d75463b937f6b4ea6e8d
NULL;ASIGURAT;PJ;NULL;ILFOV;OTOPENI;25246999;RCA;;c3967f5f18c8550f1f138656f15008ea
NULL;ASIGURAT;PJ;NULL;DOLJ;PODARI;15710651;RCA;;c9a37af271146ca55d1abe69523e4204
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 3;21726810;RCA;;028e70007085c3935161a08dfe74142d
NULL;ASIGURAT;PJ;NULL;SUCEAVA;BOSANCI;19357788;RCA;;1f3a79b8d368d6c49cce0ad3584d5fd4
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;18638161;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;BIHOR;ORADEA;14065934;RCA;;dec396799792026e5e3f751e7b878539
NULL;ASIGURAT;PJ;NULL;MARAMURES;BAIA MARE;201861763;RCA;;541809a6c534be53dff17390a63b96fc
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;25807427;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;BIHOR;SANMARTIN;6562815;RCA;;34aed6b4394307c711d8b8fa82463e0f
NULL;ASIGURAT;PJ;NULL;SUCEAVA;SFANTU ILIE;12293491;RCA;;a7e076f00a5e68c416226f5e8906c24b
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 5;10505291;RCA;;8d67d22a2e2fa567c933701c97ba8acd
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;20439100;RCA;;92ea7b12061a7563834bf43e4878b204
NULL;ASIGURAT;PJ;NULL;SUCEAVA;SUCEAVA;202543815;RCA;;0aed50204e69996e22b9785d42ce5812
NULL;ASIGURAT;PJ;NULL;CLUJ;APAHIDA;26638624;RCA;;b0ff09d1022e43e1d9c67099b2b15e20
NULL;ASIGURAT;PJ;NULL;BUZAU;SAPOCA;13141254;RCA;;df2fc25027fcf6ae7ad6fc2c3152c525
NULL;ASIGURAT;PJ;NULL;BRASOV;BRASOV;24707598;RCA;;a632317dc849c726f8d0cc4a683402ab
NULL;ASIGURAT;PJ;NULL;BIHOR;ORADEA;4815538;RCA;;f09e108c355c9c7d368056d2cdfaa3b3
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI ;23860927;RCA;;977b1b03b10879b02fa81b8058dff91f
NULL;ASIGURAT;PJ;NULL;BIHOR;ORADEA;8330977;RCA;;1484d06571ad14f93b3ba4c1cd9ec57a
NULL;ASIGURAT;PJ;NULL;CONSTANTA;CONSTANTA;21944507;RCA;;f5c257e644ba726924ad9f1c6d88e339
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;15343440;RCA;;4b976028ebfa53fedc4a5c91283bcb03
NULL;ASIGURAT;PJ;NULL;BACAU;BUHUSI;18267655;RCA;;c128dcb7b60287d89e3d9ccbd4a9c2d4
NULL;ASIGURAT;PJ;NULL;ARGES;ALBOTA;13510376;RCA;;f4172c933f1180d697017c94990a907c
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;27411924;RCA;;9332c92e4e4f083f194d7a7bbc21f9c3
NULL;ASIGURAT;PJ;NULL;MURES;TARGU MURES;5698093;RCA;;14020cd60dde23e726933d1c990bb381
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;22490732;RCA;;6836c346c3046f7ccc1c09f277b74e4c
NULL;ASIGURAT;PJ;NULL;PRAHOVA;PLOIESTIORI;21852062;RCA;;7071efed32907409d3946b52ee25cd9c
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;14225672;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;BACAU;BACAU;19456237;RCA;;981cb8e260474f70d59ce2e2c6beb4ce
NULL;ASIGURAT;PJ;NULL;IASI;IASI;18680347;RCA;;218507062c9828354429b4a2f66c4992
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;14104676;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;26003547;RCA;;dfc28d36b15690835d874cd68d428bf2
NULL;ASIGURAT;PJ;NULL;BIHOR;ORADEA;12402174;RCA;;79c863983f2bb759c3e7845bc74ec58b
NULL;ASIGURAT;PJ;NULL;ARGES;PITESTI;10602990;RCA;;648df500c929c1c55297ba9d4686abe5
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;23190793;RCA;;8d67d22a2e2fa567c933701c97ba8acd
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;14768362;RCA;;6836c346c3046f7ccc1c09f277b74e4c
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;20556649;RCA;;92ea7b12061a7563834bf43e4878b204
NULL;ASIGURAT;PJ;NULL;SIBIU;DUMBRAVENI;17513967;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;ASIGURAT;PJ;NULL;PRAHOVA;CAMPINA;24920488;RCA;;841a6b89a6ea50d40282cce23c1ace9d
NULL;ASIGURAT;PJ;NULL;HARGHITA;MIERCUREA CIUC;4926507;RCA;;d61a5adcf09312d4eaaa69e61bbd00e6
NULL;ASIGURAT;PJ;NULL;CLUJ;GILAU;11609551;RCA;;03b747d9b5fb66af0a5b497940698101
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;23934498;RCA;;530363e0dcc6686781f5a2513efe514e
NULL;ASIGURAT;PJ;NULL;TIMIS;CHISODA;22077672;RCA;;c9cc2e8a7fd514f37e7355916b4199a2
NULL;ASIGURAT;PJ;NULL;SUCEAVA;FRATAUTII VECHI;15422845;RCA;;eb40dce0acdaee79d7f35c4c90c562e0
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 6;21316083;RCA;;ea08b366d969b8f77745fe666b7aa2a6
NULL;ASIGURAT;PJ;NULL;SIBIU;SIBIU;18377671;RCA;;baf3ee74783fbe1de0c1498235ea23c9
NULL;ASIGURAT;PJ;NULL;CLUJ;GILAU;13615179;RCA;;03b747d9b5fb66af0a5b497940698101
NULL;ASIGURAT;PJ;NULL;ILFOV;CIOROGARLA;27511541;RCA;;a3fd5d30da779fbed987c20d36a8ec34
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;9813555;RCA;;4b976028ebfa53fedc4a5c91283bcb03
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;22587835;RCA;;8d67d22a2e2fa567c933701c97ba8acd
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;15911539;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;SUCEAVA;UDESTI;14258941;RCA;;0876db88dd98f1a1c09edc6d5bb6661d
NULL;ASIGURAT;PJ;NULL;ILFOV;COM CHIAJNA;19667387;RCA;;0dbdce67b0de322b955c34bc0e4df357
NULL;ASIGURAT;PJ;NULL;NEAMT;ROZNOV;18792614;RCA;;45ba161ab045176dd7bb1e8fdc9a0e74
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;14225649;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;202026123;RCA;;dd3b2b1c9fc922802b3f37afe90cb003
NULL;ASIGURAT;PJ;NULL;BISTRITA NASAUD;BISTRITA;26098369;RCA;;3ecbaba0450e4819b63e7d67887bef79
NULL;ASIGURAT;PJ;NULL;ARGES;BASCOV;16805259;RCA;;1e9a2a6914608a58bcd3e82361984f72
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;10701542;RCA;;019348f1ecdafe848eb1b3d0937ce88c
NULL;ASIGURAT;PJ;NULL;ARAD;INEU;14877269;RCA;;7ab1d4630503e4e547e1ae93c19ffdbf
NULL;ASIGURAT;PJ;NULL;DOLJ;BRANISTE;20695365;RCA;;c9a37af271146ca55d1abe69523e4204
NULL;ASIGURAT;PJ;NULL;CLUJ;GILAU;26943283;RCA;;03b747d9b5fb66af0a5b497940698101
NULL;ASIGURAT;PJ;NULL;MARAMURES;BAIA MARE;17627853;RCA;;12a6c1c7c46a03378e3059beb0a4a109
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;13246612;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;ASIGURAT;PJ;NULL;IASI;IASI;25025105;RCA;;fa4746409f3c4f979bb15f4bfe9e5e59
NULL;ASIGURAT;PJ;NULL;SALAJ;BADACIN;11834537;RCA;;acc7997c3d8f7f602f0069d4c482f56b
NULL;ASIGURAT;PJ;NULL;IASI;IASI;24062906;RCA;;8addd736353bf11372e90e08af7ef6bc
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;22124082;RCA;;8168f1fc5d5fa6390acf62f3303b788d
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ NAPOCA;19031784;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;16354513;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;11938462;RCA;;f42a6dfeaa01aabeb36f339a55245c96
NULL;ASIGURAT;PJ;NULL;ARGES;PITESTI;10038012;RCA;;648df500c929c1c55297ba9d4686abe5
NULL;ASIGURAT;PJ;NULL;BIHOR;ORADEA;22657432;RCA;;cd28171652e6a1999569ab05cf0cd5e0
NULL;ASIGURAT;PJ;NULL;IASI;IASI;14387587;RCA;;0002f31141ef0cf42408efa38e2e29ef
NULL;ASIGURAT;PJ;NULL;ILFOV;CORNETU;26186615;RCA;;80e99bc5b7768f3f2987c71c8e2a4aa5
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;12723836;RCA;;72a4016d553a741ed9b87818d5199ad7
NULL;ASIGURAT;PJ;NULL;BRASOV;CODLEA;24353618;RCA;;d6c54697fe0c176d2a22b4615d767d89
NULL;ASIGURAT;PJ;NULL;BIHOR;ORADEA;10846824;RCA;;41912f0efa619da0c8eec5775c3148af
NULL;ASIGURAT;PJ;NULL;SIBIU;DUMBRAVENI;23372572;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;ASIGURAT;PJ;NULL;VALCEA;RAMNICU VALCEA;7518948;RCA;;525e666f79f0da26001fa506953ba8a4
NULL;ASIGURAT;PJ;NULL;BISTRITA NASAUD;BISTRITA;15052907;RCA;;c5bba3af3babfea63443811bd3a6c43c
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;20858011;RCA;;77daeb464ed282f9aab82a99ecb292eb
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;17796018;RCA;;1ec81d4dd5cebf4421efd6a22bafae74
NULL;ASIGURAT;PJ;NULL;SUCEAVA;RADAUTI;13284626;RCA;;3a0b1b5c9b52e3c5f03e632035abe189
NULL;ASIGURAT;PJ;NULL;MEHEDINTI;DROBETA-TURNU SEVERIN;5185665;RCA;;04ade9362394913305e6ec00b07f8bf6
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;8925785;RCA;;8f063317beba4afd39566e87f1e40cb9
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 2;21534356;RCA;;1a963aa23dcca1f035a4aba0d037f7ea
NULL;ASIGURAT;PJ;NULL;MARAMURES;SEINI;18580890;RCA;;b72a066eb69f5df5cb05eeb8c5b339a3
NULL;ASIGURAT;PJ;NULL;CLUJ;DEJ;13880836;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;ASIGURAT;PJ;NULL;BIHOR;ORADEA;25615052;RCA;;35c6cd649a4462a97226296b44dc6b8d
NULL;ASIGURAT;PJ;NULL;MEHEDINTI;DROBETA-TURNU SEVERIN;6218249;RCA;;d8b781174351544627101eada743d6fb
NULL;ASIGURAT;PJ;NULL;SIBIU;DUMBRAVENI;12072608;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;ASIGURAT;PJ;NULL;SUCEAVA;FRATAUTII VECHI;10223518;RCA;;7de80d4e5e454d2072ce8f6bfe76792f
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;22876950;RCA;;a4e4a4c0029fda52c336d267a4e584ef
NULL;ASIGURAT;PJ;NULL;BRASOV;BRASOV;16130692;RCA;;30cc423d49d5c024ea6f25f1b93d0376
NULL;ASIGURAT;PJ;NULL;COVASNA;SFANTU GHEORGHE;14470072;RCA;;37b647fabba1cb14f3dcc5b27049ff00
NULL;ASIGURAT;PJ;NULL;ARGES;STEFANESTI;20022908;RCA;;d3308bac3e6f25e6d97cd1f95ed6d8d8
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;202300320;RCA;;554eb783c0262a0b8f9e4692b49e007d
NULL;ASIGURAT;PJ;NULL;GALATI;FRUMUSITA;26295327;RCA;;69a7a2bb8e16f778c2963db58b36a6c8
NULL;ASIGURAT;PJ;NULL;ILFOV;OTOPENI;17147065;RCA;;7f0c32102fde32a64963003bbb7190c7
NULL;ASIGURAT;PJ;NULL;BISTRITA NASAUD;URIU;12940799;RCA;;f431f80d9833dbc97b959676b0dcec80
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;24444067;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;CARAS SEVERIN;RESITA;11007470;RCA;;65d068ec01115b66eb41ed0078814c34
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;17901085;RCA;;dd3b2b1c9fc922802b3f37afe90cb003
NULL;ASIGURAT;PJ;NULL;ILFOV;OTOPENI;27243235;RCA;;7f0c32102fde32a64963003bbb7190c7
NULL;ASIGURAT;PJ;NULL;CLUJ;APAHIDA;25149393;RCA;;b0ff09d1022e43e1d9c67099b2b15e20
NULL;ASIGURAT;PJ;NULL;SUCEAVA;BOSANCI;24290911;RCA;;03515f1d1fb294a10ab21a948aa54b00
NULL;ASIGURAT;PJ;NULL;SUCEAVA;STROIESTI;21000971;RCA;;49e9bd053092be6bf51476e6ff35f7bc
NULL;ASIGURAT;PJ;NULL;PRAHOVA;PLOIESTI;13332689;RCA;;5bebdbdc4df6f5408b498d00736e53bd
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;27287572;RCA;;d9938ecd45312db94b03cf4513922b10
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 3;25166581;RCA;;dd833b7247345b81772f3c5b6fa757e5
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;5344746;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;24336630;RCA;;1bf15d07f846c4f3476155dce0fda8c8
NULL;ASIGURAT;PJ;NULL;ILFOV;OTOPENI;22311795;RCA;;7f0c32102fde32a64963003bbb7190c7
NULL;ASIGURAT;PJ;NULL;GIURGIU;BOLINTIN-DEAL;15641691;RCA;;d69cb1e835c9cf9dbb325cb18454373a
NULL;ASIGURAT;PJ;NULL;CONSTANTA;CONSTANTA;21676278;RCA;;4a11ec735e81c11371e9e3a82d0a6ece
NULL;ASIGURAT;PJ;NULL;BRASOV;CODLEA;19311966;RCA;;05133b05140f23c6f629fdbf8d6c8a36
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;18638114;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;ALBA;SEBES;14016047;RCA;;641358209bed4f099e0be813e129784b
NULL;ASIGURAT;PJ;NULL;CONSTANTA;CONSTANTA;201757774;RCA;;dcd25abb2c558111d848e89881e33fb5
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ NAPOCA;25727852;RCA;;01a53a34824b20b505bd5b3973b95bc0
NULL;ASIGURAT;PJ;NULL;BISTRITA NASAUD;TIHA-BARGAULUI;12138010;RCA;;f09944e470848de2e874803605e99a10
NULL;ASIGURAT;PJ;NULL;GIURGIU;BOLINTIN-DEAL;14585597;RCA;;f1cbede6c74e92cfd887cf33cd9c66c0
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 4;202478404;RCA;;f591e2886f7882c4f6b0c6ce5f072489
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;26568907;RCA;;ec6c98ef81923fe463fbf849cdda735c
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 6;17357258;RCA;;1935857ac13ece8f82f566b97bb05033
NULL;ASIGURAT;PJ;NULL;PRAHOVA;PLOIESTI;13085391;RCA;;9d8659332b97f803f5f075639c529e12
NULL;ASIGURAT;PJ;NULL;GALATI;GALATI;4666171;RCA;;f542ff34b53634703dc281573c160747
NULL;ASIGURAT;PJ;NULL;ILFOV;OTOPENI;23703566;RCA;;7f0c32102fde32a64963003bbb7190c7
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;21894662;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 3;21136658;RCA;;0105af397277017f57e94272d238b33c
NULL;ASIGURAT;PJ;NULL;SIBIU;MEDIAS;13442519;RCA;;ba153a9c352c1b5028442fcd7b35b392
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 3;27375135;RCA;;dd833b7247345b81772f3c5b6fa757e5
NULL;ASIGURAT;PJ;NULL;SUCEAVA;BOSANCI;15736189;RCA;;46e4570353367bbaceb5273faa921c36
NULL;ASIGURAT;PJ;NULL;IASI;IASI;21750064;RCA;;8addd736353bf11372e90e08af7ef6bc
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;18638198;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;ILFOV;CIOROGARLA;14079207;RCA;;4497aaf25ffc3e8c46ddfbd529b6dee6
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;25831545;RCA;;77daeb464ed282f9aab82a99ecb292eb
NULL;ASIGURAT;PJ;NULL;IALOMITA;SLOBOZIA;12330675;RCA;;9233f58ceb4c4a4a9ddd48fdb64e7132
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;23079748;RCA;;a8b4de55965dcf3a705c8f49fbefb610
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;16354509;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;ILFOV;CHIAJNA;202577230;RCA;;40247102eac5d57ea61a98d01143fe42
NULL;ASIGURAT;PJ;NULL;CLUJ;DEJ;17479378;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;13155777;RCA;;554eb783c0262a0b8f9e4692b49e007d
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ NAPOCA;24814832;RCA;;cf383cecfa7240d6b6f247e1ecc27098
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;4858958;RCA;;4c8cb02819971bccb3e9a86ae80aaba9
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;11381486;RCA;;00a1c689f66a45c131a6cb5c8aeff8d0
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 2;23875259;RCA;;1a963aa23dcca1f035a4aba0d037f7ea
NULL;ASIGURAT;PJ;NULL;TIMIS;GHIRODA;8390032;RCA;;bc5f23cd35018cadb120955058e4b938
NULL;ASIGURAT;PJ;NULL;DOLJ;CRAIOVA;15372651;RCA;;863be18d0b6c1a5bc79f4399f56a3511
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;21267775;RCA;;554eb783c0262a0b8f9e4692b49e007d
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 6;13565389;RCA;;ac200b2c862f9901e888c7b5f085dcfe
NULL;ASIGURAT;PJ;NULL;ILFOV;CIOROGARLA;27469403;RCA;;a3fd5d30da779fbed987c20d36a8ec34
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 5;25369034;RCA;;19d14a892ad10dc7afe8e1e91eacbd2e
NULL;ASIGURAT;PJ;NULL;MARAMURES;BAIA MARE;5711924;RCA;;43052b091867aaf60b12045074d5cb30
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;22512218;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;MURES;TARGU MURES;15806585;RCA;;7ee2e76273ec9a8b84e49ee1cdb948ed
NULL;ASIGURAT;PJ;NULL;MARAMURES;VISEU DE SUS;21860415;RCA;;2480f8b91003d0272ed174232adc8ca1
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;14225686;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;BRASOV;BRASOV;19531693;RCA;;1b42b301cae2a2d1b7d25e46d114a065
NULL;ASIGURAT;PJ;NULL;DAMBOVITA;TARGOVISTE;18731493;RCA;;1b2acc581bca67f8d0a1d46cc7051739
NULL;ASIGURAT;PJ;NULL;SUCEAVA;STROIESTI;14137703;RCA;;49e9bd053092be6bf51476e6ff35f7bc
NULL;ASIGURAT;PJ;NULL;SIBIU;RUSI;201954305;RCA;;8563f1e8d31672a0789773bdb0202bd4
NULL;ASIGURAT;PJ;NULL;CLUJ;DEJ;16771348;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;ASIGURAT;PJ;NULL;CLUJ;VIISOARA;10632618;RCA;;f3bf61392839a334683948ec4d77d0d9
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;23246794;RCA;;ed06a59d7b9ac5124c963cf9c36421f3
NULL;ASIGURAT;PJ;NULL;ARGES;PITESTI;14807785;RCA;;ad7d694d6d880ee5eb072fffb2b8049c
NULL;ASIGURAT;PJ;NULL;BACAU;BACAU;26773543;RCA;;fe934c3912df484497ac2a7fb108c33f
NULL;ASIGURAT;PJ;NULL;SIBIU;DUMBRAVENI;17514038;RCA;;22e95342c34507b392b541886b3a40ff
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;13235838;RCA;;8d8580034563bf6bcb1bf4cd46c65845
NULL;ASIGURAT;PJ;NULL;IALOMITA;COSERENI;11634864;RCA;;b480bdab10d20e8356890af06b6e9e20
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 4;23974200;RCA;;c544a5739850104b50aa40e5ea72fc5e
NULL;ASIGURAT;PJ;NULL;BRASOV;CODLEA;8619371;RCA;;dfc1f62a8c4c41e2b8313cdde6ae613b
NULL;ASIGURAT;PJ;NULL;TIMIS;CHISODA;22099659;RCA;;c9cc2e8a7fd514f37e7355916b4199a2
NULL;ASIGURAT;PJ;NULL;VALCEA;RAMNICU VALCEA;15435275;RCA;;33de03fd21a2a7c6022d7cc58720e0b9
NULL;ASIGURAT;PJ;NULL;MARAMURES;SEINI;21350361;RCA;;1b60171e3c58ebea51758d549e06b242
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;18836389;RCA;;0427377dc65d8a49e2e2f43a001620e2
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;18381837;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;13711875;RCA;;a8b4de55965dcf3a705c8f49fbefb610
NULL;ASIGURAT;PJ;NULL;CLUJ;GILAU;25452796;RCA;;03b747d9b5fb66af0a5b497940698101
NULL;ASIGURAT;PJ;NULL;SATU MARE;SATU-MARE;9868818;RCA;;93dbc0cb2e2aea664fa24422f41392eb
NULL;ASIGURAT;PJ;NULL;VRANCEA;VANATORI;22610991;RCA;;4d1d7e96f0e986c3c6b4b58320cafd5c
NULL;ASIGURAT;PJ;NULL;ARGES;CUCA;15925203;RCA;;19efe52d116af5efe8fe5418aef30a03
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;19774447;RCA;;92ea7b12061a7563834bf43e4878b204
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;18808570;RCA;;f2a73d80be7bf0859752c0eec5276079
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;14225666;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;202040685;RCA;;f0dc89168842c95c976d80d1bbe67c28
NULL;ASIGURAT;PJ;NULL;CLUJ;APAHIDA;26119787;RCA;;b0ff09d1022e43e1d9c67099b2b15e20
NULL;ASIGURAT;PJ;NULL;TIMIS;TIMISOARA;16929495;RCA;;396045aef10265fc191f50a3bb310cc0
NULL;ASIGURAT;PJ;NULL;GIURGIU;GIURGIU;10719842;RCA;;4762e36977ba4e3c3c9411f52900544c
