id;tp;Tip;Varsta;Judet;Localitate;ID_polita;TipPolita;sex;ID_client
NULL;ASIGURAT;PJ;NULL;ILFOV;CHIAJNA;12469284;RCA;;3eac3d5784ef22b68afcbfc4a1368ec6
NULL;ASIGURAT;PJ;NULL;ARGES;PITESTI;23309974;RCA;;4e188c2c96b414d1d62e69e203082940
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 6;202891353;RCA;;ea08b366d969b8f77745fe666b7aa2a6
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;17606091;RCA;;1fcb1c8d34ea6479013f531f6f2d9126
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;13246523;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 5;25006284;RCA;;19d14a892ad10dc7afe8e1e91eacbd2e
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;5072518;RCA;;e9df6b06025b4518e32e9c190e55bac6
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;11797026;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;24049455;RCA;;dd3b2b1c9fc922802b3f37afe90cb003
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 4;8677859;RCA;;1b17a1bcc9b92b121afc24bce8386e46
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ NAPOCA;19031769;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 3;18425362;RCA;;1681dd33beaad4b51a035c48c1705fd6
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;13767698;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;ASIGURAT;PJ;NULL;MARAMURES;BAIA MARE;25497473;RCA;;3c8b28af799fa8f57e45cb3ad25d7dc2
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;9986137;RCA;;8d67d22a2e2fa567c933701c97ba8acd
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;22636475;RCA;;3ecd8ec86008dd9a0e280ca20f1898ce
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;15991998;RCA;;6835e6c6d20bd1202c71f9511df86ca5
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;14374579;RCA;;77daeb464ed282f9aab82a99ecb292eb
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;19874715;RCA;;92ea7b12061a7563834bf43e4878b204
NULL;ASIGURAT;PJ;NULL;IASI;IASI;202139033;RCA;;d7571bbbbb1c313662594dc8e80676d1
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;26181860;RCA;;554eb783c0262a0b8f9e4692b49e007d
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;12723823;RCA;;72a4016d553a741ed9b87818d5199ad7
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;23365333;RCA;;c456fd99284aa4b9192b1e0d494371c6
NULL;ASIGURAT;PJ;NULL;BISTRITA NASAUD;REBRISOARA;15047725;RCA;;8b38b46a3eac0973932228bcb3ba112d
NULL;ASIGURAT;PJ;NULL;SALAJ;ZALAU;20835017;RCA;;aa0c1887ea901b1b05385ddae9fb5c36
NULL;ASIGURAT;PJ;NULL;BISTRITA NASAUD;BISTRITA;203025365;RCA;;10831ca6c06e65a77b9e519fe47faf9c
NULL;ASIGURAT;PJ;NULL;ARGES;CUCA;17781382;RCA;;c09cb1345aa1bc43b3b3a0840087496d
NULL;ASIGURAT;PJ;NULL;MARAMURES;SEINI;13265896;RCA;;1b60171e3c58ebea51758d549e06b242
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;27103439;RCA;;3d648c06c24f1adae407e52cc653b6a9
NULL;ASIGURAT;PJ;NULL;BIHOR;ORADEA;25068918;RCA;;1d0c787b39e494aec6c46f0b5fa35f90
NULL;ASIGURAT;PJ;NULL;BISTRITA NASAUD;CHIUZA;5173563;RCA;;b294da0b6e81ee1918373732c6750650
NULL;ASIGURAT;PJ;NULL;BUZAU;MARACINENI;24174581;RCA;;4d25e710f01003139d885141e1c2fa07
NULL;ASIGURAT;PJ;NULL;SALAJ;CRISTUR CRISENI;8909488;RCA;;7f980d97bb18ba964cbe480f7099985c
NULL;ASIGURAT;PJ;NULL;MARAMURES;BAIA MARE;22232229;RCA;;9ad5220d5bc79c73412d405da645d063
NULL;ASIGURAT;PJ;NULL;ARGES;BASCOV;18556962;RCA;;83b5381abe41df3fbe0ec0831acb974c
NULL;ASIGURAT;PJ;NULL;CLUJ;DEJ;13880832;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;ASIGURAT;PJ;NULL;IASI;IASI;201640929;RCA;;18a564c29f725593f4e635e66fb31f51
NULL;ASIGURAT;PJ;NULL;BIHOR;ORADEA;25612376;RCA;;1d0c787b39e494aec6c46f0b5fa35f90
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;16425687;RCA;;554eb783c0262a0b8f9e4692b49e007d
NULL;ASIGURAT;PJ;NULL;CLUJ;BACIU;6215207;RCA;;0fdf8630789108fba90c9c4811238d4c
NULL;ASIGURAT;PJ;NULL;TIMIS;REMETEA MARE;10202095;RCA;;1855ffd5030f34fc5772872dd995bbc4
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;22852054;RCA;;92ea7b12061a7563834bf43e4878b204
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;14463168;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;20009972;RCA;;63cfb779383da62fb2a542f7982f85a4
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;202294423;RCA;;aaeefc5e43fe1fb604f4bde495f8b76b
NULL;ASIGURAT;PJ;NULL;CLUJ;APAHIDA;26267646;RCA;;b0ff09d1022e43e1d9c67099b2b15e20
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 5;17124675;RCA;;42d3b37b42f1c0466564adf627829731
NULL;ASIGURAT;PJ;NULL;CLUJ;GILAU;24427888;RCA;;03b747d9b5fb66af0a5b497940698101
NULL;ASIGURAT;PJ;NULL;SIBIU;SIBIU;10999681;RCA;;b2883c665a75ff5454df199b8926c848
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;7731344;RCA;;a244140cccab760fcc05e8c503e8f919
NULL;ASIGURAT;PJ;NULL;SUCEAVA;SUCEAVA;20922631;RCA;;d0a195c2fc542b7e6a2247dc1924d647
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 3;203583004;RCA;;dd833b7247345b81772f3c5b6fa757e5
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;17892846;RCA;;b5e52305dce7699b6354e5da57b84518
NULL;ASIGURAT;PJ;NULL;BISTRITA NASAUD;BISTRITA;27190645;RCA;;afcdfa1992018f55bb824b76d5254649
NULL;ASIGURAT;PJ;NULL;CLUJ;APAHIDA;25149353;RCA;;b0ff09d1022e43e1d9c67099b2b15e20
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;24274837;RCA;;b8dfa7faa66d0b91a6f0a0445353fbf5
NULL;ASIGURAT;PJ;NULL;DOLJ;ISALNITA;9117824;RCA;;c64454a122b63878f0809708cc731e45
NULL;ASIGURAT;PJ;NULL;CLUJ;DEJ;15634660;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;ASIGURAT;PJ;NULL;BRASOV;BRASOV;21616097;RCA;;9d6fb7175d69e99e058e1ae0c32ea4c3
NULL;ASIGURAT;PJ;NULL;MARAMURES;BAIA MARE;17944623;RCA;;438766bc9d3d42cba75cc2b4c79837f7
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;27261691;RCA;;56a3693a82c4d15bfcb07812f56412e7
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 3;25166567;RCA;;dd833b7247345b81772f3c5b6fa757e5
NULL;ASIGURAT;PJ;NULL;IASI;IASI;24324739;RCA;;8addd736353bf11372e90e08af7ef6bc
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;22310440;RCA;;dd3b2b1c9fc922802b3f37afe90cb003
NULL;ASIGURAT;PJ;NULL;CLUJ;DEJ;15634673;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;21646688;RCA;;fcb3fddbd5d069b3d0a968861b4d7e49
NULL;ASIGURAT;PJ;NULL;CLUJ;LUNA DE SUS;19297951;RCA;;b2295b41ec386a6f401c8268b5da0409
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;18638098;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;SATU MARE;SATU MARE;13994171;RCA;;7774a05a39d9826d142e4cf23be3f1a2
NULL;ASIGURAT;PJ;NULL;GALATI;GALATI;201723333;RCA;;98cf0a0a4685a0f4d2a7fdc7242ba7a2
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ NAPOCA;25727848;RCA;;01a53a34824b20b505bd5b3973b95bc0
NULL;ASIGURAT;PJ;NULL;ILFOV;CIOROGARLA;16565615;RCA;;a3fd5d30da779fbed987c20d36a8ec34
NULL;ASIGURAT;PJ;NULL;CLUJ;APAHIDA;10383717;RCA;;5a1308f28eaf256590545c1d88b0a9b8
NULL;ASIGURAT;PJ;NULL;TULCEA;PECENEAGA;22958205;RCA;;629aac63cca4088926511f037db961c1
NULL;ASIGURAT;PJ;NULL;HUNEDOARA;DEVA;16234451;RCA;;a5bcd9745676e6c2e79cd584ee47fba7
NULL;ASIGURAT;PJ;NULL;GALATI;COSTACHE NEGRI;20254435;RCA;;42eed4be0338c39cdafdb9023ad712fb
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 2;202453807;RCA;;1a963aa23dcca1f035a4aba0d037f7ea
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;17342426;RCA;;dd3b2b1c9fc922802b3f37afe90cb003
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;13085165;RCA;;f0dc89168842c95c976d80d1bbe67c28
NULL;ASIGURAT;PJ;NULL;PRAHOVA;POIENARII BURCHII;24610312;RCA;;13af627d3dfed9a6d4e464a83c3cb9b6
NULL;ASIGURAT;PJ;NULL;SUCEAVA;BOSANCI;11152814;RCA;;22d9b4c2712fbbed6b7acdb171220069
NULL;ASIGURAT;PJ;NULL;CLUJ;GILAU;23695505;RCA;;03b747d9b5fb66af0a5b497940698101
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ NAPOCA;21872126;RCA;;01a53a34824b20b505bd5b3973b95bc0
NULL;ASIGURAT;PJ;NULL;ILFOV;CIOROGARLA;15281943;RCA;;4497aaf25ffc3e8c46ddfbd529b6dee6
NULL;ASIGURAT;PJ;NULL;TIMIS;ORTISOARA;18180346;RCA;;d6895167d49f5fe1b59f48fa75956814
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;13388172;RCA;;8d67d22a2e2fa567c933701c97ba8acd
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;27374534;RCA;;dd3b2b1c9fc922802b3f37afe90cb003
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;22385492;RCA;;a4e4a4c0029fda52c336d267a4e584ef
NULL;ASIGURAT;PJ;NULL;ILFOV;COM CHIAJNA;15714683;RCA;;0dbdce67b0de322b955c34bc0e4df357
NULL;ASIGURAT;PJ;NULL;MARAMURES;VISEU DE SUS;21740302;RCA;;2480f8b91003d0272ed174232adc8ca1
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;18638185;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;14078662;RCA;;8d67d22a2e2fa567c933701c97ba8acd
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 6;201907193;RCA;;ea08b366d969b8f77745fe666b7aa2a6
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;25831536;RCA;;77daeb464ed282f9aab82a99ecb292eb
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 6;6591988;RCA;;cda7a9c7eeaab583e4957a95836d0156
NULL;ASIGURAT;PJ;NULL;TIMIS;TIMISOARA;12323962;RCA;;396045aef10265fc191f50a3bb310cc0
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 6;10506900;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;TIMIS;TIMISOARA;23062836;RCA;;d556dc6870ad229cfbb358aed4ed84b0
NULL;ASIGURAT;PJ;NULL;VASLUI;MUNTENII DE JOS;16342222;RCA;;8b7faf09b31958f7aa5a2aa5a9605e74
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;14683928;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;20471900;RCA;;f4e02aea8179456adee5b3868ac27f49
NULL;ASIGURAT;PJ;NULL;ILFOV;CHITILA;26650172;RCA;;56b808352cdf31ec1b5e522ddd1f6c71
NULL;ASIGURAT;PJ;NULL;DAMBOVITA;TARGOVISTE;17467966;RCA;;18e4afb9530a880bbf9bd08c8f8f1dff
NULL;ASIGURAT;PJ;NULL;SATU MARE;SATU MARE;13155066;RCA;;8a9d08fa867406e853b0b09d6b0fba11
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;24766958;RCA;;77daeb464ed282f9aab82a99ecb292eb
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 6;11363366;RCA;;b9edce31687a8c07229e5de3b4a88dbc
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 2;23875248;RCA;;1a963aa23dcca1f035a4aba0d037f7ea
NULL;ASIGURAT;PJ;NULL;TIMIS;ORTISOARA;21953236;RCA;;d6895167d49f5fe1b59f48fa75956814
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;15367959;RCA;;c3e25722f758a019ff9c81709df717eb
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;21258260;RCA;;9332c92e4e4f083f194d7a7bbc21f9c3
NULL;ASIGURAT;PJ;NULL;SUCEAVA;BOSANCI;13554150;RCA;;b1bfe4a064320ebf9d116cb8da082ae9
NULL;ASIGURAT;PJ;NULL;ILFOV;OTOPENI;27435086;RCA;;5be4fbb0d3181a9840b1e6ad6916464a
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 3;25362516;RCA;;dd833b7247345b81772f3c5b6fa757e5
NULL;ASIGURAT;PJ;NULL;MURES;TARGU MURES;9602720;RCA;;b016db6798268df2425f867fcea0a8de
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;22497760;RCA;;92ea7b12061a7563834bf43e4878b204
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 4;15799849;RCA;;1f2c471ae023d2c668ee4fde6fb11269
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;14225682;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;TIMIS;TIMISOARA;19523195;RCA;;81738a427d852fedafed3acbb7b2bd94
NULL;ASIGURAT;PJ;NULL;BRASOV;SIMON;18711462;RCA;;08325ee641710f6724b78516d93c31d1
NULL;ASIGURAT;PJ;NULL;SIBIU;SIBIU;201952422;RCA;;fe17f94603572251597ada269c315f2c
NULL;ASIGURAT;PJ;NULL;TIMIS;SANANDREI;26016727;RCA;;b080e6e656e64cc7456404c861325f4f
NULL;ASIGURAT;PJ;NULL;CLUJ;DEJ;16771346;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;6814858;RCA;;30b432c0c455e5e5b4e994d337826ac0
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;23226262;RCA;;8d67d22a2e2fa567c933701c97ba8acd
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 3;20583305;RCA;;dd833b7247345b81772f3c5b6fa757e5
NULL;ASIGURAT;PJ;NULL;SIBIU;DUMBRAVENI;17514032;RCA;;22e95342c34507b392b541886b3a40ff
NULL;ASIGURAT;PJ;NULL;ILFOV;OTOPENI;24943546;RCA;;7f0c32102fde32a64963003bbb7190c7
NULL;ASIGURAT;PJ;NULL;GALATI;GALATI;4953881;RCA;;ef4ce2e232936006d437751e192c6171
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;23953684;RCA;;a4e4a4c0029fda52c336d267a4e584ef
NULL;ASIGURAT;PJ;NULL;SIBIU;SELIMBAR;8606172;RCA;;adea7df7afff5cd90d635b37846f49e9
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;22090908;RCA;;dd3b2b1c9fc922802b3f37afe90cb003
NULL;ASIGURAT;PJ;NULL;ARGES;CUCA;15424168;RCA;;19efe52d116af5efe8fe5418aef30a03
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 3;21321842;RCA;;019348f1ecdafe848eb1b3d0937ce88c
NULL;ASIGURAT;PJ;NULL;ARAD;ARAD;18831247;RCA;;a1f3a30804ee7d2ed356cbb7925f492c
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;18381833;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;SIBIU;CISNADIE;25449918;RCA;;3ee1c1014b32c1e1d2ada95684d42f8f
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 6;22601522;RCA;;a4e4a4c0029fda52c336d267a4e584ef
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;15915575;RCA;;77daeb464ed282f9aab82a99ecb292eb
NULL;ASIGURAT;PJ;NULL;DOLJ;CRAIOVA;19710448;RCA;;863be18d0b6c1a5bc79f4399f56a3511
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;14225662;RCA;;d3000b5ce6765334eac2e39a4e4fd3c1
NULL;ASIGURAT;PJ;NULL;CLUJ;APAHIDA;26119781;RCA;;b0ff09d1022e43e1d9c67099b2b15e20
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;7192375;RCA;;238c8aeeb58aa849474840e23a231ae3
NULL;ASIGURAT;PJ;NULL;BRAILA;BRAILA;10703397;RCA;;b3e7c20977a6c07ba42a63792da2e640
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ NAPOCA;23314576;RCA;;01a53a34824b20b505bd5b3973b95bc0
NULL;ASIGURAT;PJ;NULL;ARGES;PITESTI;14943333;RCA;;1ae5046da7c41a0b6d53f878783817de
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;20758951;RCA;;554eb783c0262a0b8f9e4692b49e007d
NULL;ASIGURAT;PJ;NULL;ILFOV;OTOPENI;202984162;RCA;;7f0c32102fde32a64963003bbb7190c7
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;13246646;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;ASIGURAT;PJ;NULL;PRAHOVA;CAMPINA;27017019;RCA;;841a6b89a6ea50d40282cce23c1ace9d
NULL;ASIGURAT;PJ;NULL;BRAILA;BRAILA;25043342;RCA;;340212d7100e0f417db978879efaac98
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 5;5115727;RCA;;19d14a892ad10dc7afe8e1e91eacbd2e
NULL;ASIGURAT;PJ;NULL;CLUJ;FLORESTI;24064651;RCA;;fc674ccfa91a663c3fb8dacaa7697b25
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;18468816;RCA;;8d67d22a2e2fa567c933701c97ba8acd
NULL;ASIGURAT;PJ;NULL;BIHOR;SALONTA;13792131;RCA;;a87e9c3674e8d5d6c45ab6350e852fb2
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;16354520;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;PRAHOVA;URLATI;6064726;RCA;;bafcb50f47ef981848b6ec2fdddc7bc7
NULL;ASIGURAT;PJ;NULL;ARGES;BRADU;10047494;RCA;;f1c91663eafec627211dd512c3737aeb
NULL;ASIGURAT;PJ;NULL;DOLJ;CRAIOVA;19899230;RCA;;e3299c7b6b437cd80130fcab8f35e989
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ;202163435;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 4;12778500;RCA;;07550ac1fd49e8f44a5601444ee0e975
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;24364274;RCA;;554eb783c0262a0b8f9e4692b49e007d
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;10893499;RCA;;77390715d5dd65d732ea784cd38d5333
NULL;ASIGURAT;PJ;NULL;ILFOV;CIOROGARLA;23408613;RCA;;a3fd5d30da779fbed987c20d36a8ec34
NULL;ASIGURAT;PJ;NULL;BUZAU;VERNESTI;7557297;RCA;;63aaffcc97016df36aeb3b9e493e5aa1
NULL;ASIGURAT;PJ;NULL;ILFOV;CIOROGARLA;15091449;RCA;;4497aaf25ffc3e8c46ddfbd529b6dee6
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;20890674;RCA;;ce968f42072d9235ed4245b86596ab3f
NULL;ASIGURAT;PJ;NULL;ARGES;BASCOV;13323181;RCA;;83b5381abe41df3fbe0ec0831acb974c
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;27134341;RCA;;77390715d5dd65d732ea784cd38d5333
NULL;ASIGURAT;PJ;NULL;SIBIU;SIBIU;24187658;RCA;;48a88f6b22e71f46ab368b0969c5575a
NULL;ASIGURAT;PJ;NULL;DOLJ;CRAIOVA;8974056;RCA;;697a9392ae10b3acc3ac722518667d38
NULL;ASIGURAT;PJ;NULL;GIURGIU;BOLINTIN-DEAL (087015);22262164;RCA;;f1cbede6c74e92cfd887cf33cd9c66c0
NULL;ASIGURAT;PJ;NULL;ILFOV;CIOROGARLA;15578123;RCA;;a3fd5d30da779fbed987c20d36a8ec34
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 6;21539878;RCA;;3fa3b389e9e6bbc64f5336a194522f36
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;19201758;RCA;;a8b4de55965dcf3a705c8f49fbefb610
NULL;ASIGURAT;PJ;NULL;HUNEDOARA;ORASTIE;18590353;RCA;;b7a62e7689998f5e8878ea78e2e33476
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;13894233;RCA;;92ea7b12061a7563834bf43e4878b204
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;201680505;RCA;;554eb783c0262a0b8f9e4692b49e007d
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 1;25618833;RCA;;8168f1fc5d5fa6390acf62f3303b788d
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;16444725;RCA;;77390715d5dd65d732ea784cd38d5333
NULL;ASIGURAT;PJ;NULL;SIBIU;DUMBRAVENI;12072623;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;ASIGURAT;PJ;NULL;ILFOV;OTOPENI;22893292;RCA;;7f0c32102fde32a64963003bbb7190c7
NULL;ASIGURAT;PJ;NULL;OLT;SLATINA;16131410;RCA;;cd104928e0a6bef1eff3af7ff506ea29
NULL;ASIGURAT;PJ;NULL;ALBA;ALBA IULIA;14491975;RCA;;7752856200564cd220bac592cb96d189
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;20095834;RCA;;1a963aa23dcca1f035a4aba0d037f7ea
NULL;ASIGURAT;PJ;NULL;BRASOV;HOMOROD;26308999;RCA;;c02f23e0f20f2aa6386093a898213c45
NULL;ASIGURAT;PJ;NULL;NEAMT;HORIA;17181417;RCA;;43555f861848c1d6741b83d9b84f0ef8
NULL;ASIGURAT;PJ;NULL;BUCURESTI;SECTOR 3;24454495;RCA;;dd833b7247345b81772f3c5b6fa757e5
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 3;4512700;RCA;;27377a5b5ddc8849e7727b1475a4e7a4
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;11015012;RCA;;7b0dfb0682e05cec70f7431bd765a84a
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;7857003;RCA;;52e188aec5b95648232873d914e58a37
NULL;ASIGURAT;PJ;NULL;CARAS SEVERIN;RESITA;17268979;RCA;;65d068ec01115b66eb41ed0078814c34
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 3;13011352;RCA;;f43225ddb26a43e5f724c6f463be41d4
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;23591593;RCA;;77daeb464ed282f9aab82a99ecb292eb
NULL;ASIGURAT;PJ;NULL;PRAHOVA;BOLDESTI-SCAENI;15216393;RCA;;fb09a00d46955dd4096217a389362511
NULL;ASIGURAT;PJ;NULL;ARGES;MARACINENI;21033928;RCA;;f3a15a505953be4305ed21a37236b9f5
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;18022437;RCA;;aaeefc5e43fe1fb604f4bde495f8b76b
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ NAPOCA;27290204;RCA;;01a53a34824b20b505bd5b3973b95bc0
NULL;ASIGURAT;PJ;NULL;BRASOV;CODLEA;25182557;RCA;;194c2fe0a10fc8d893c579863a5c5fc6
NULL;ASIGURAT;PJ;NULL;BIHOR;BURZUC;22323333;RCA;;80dd40b73b36dfc512e6d8dc6fd8bb58
NULL;ASIGURAT;PJ;NULL;IASI;STICLARIA;21697049;RCA;;58e02ba4dd235cca6dab6b4029567bbc
NULL;ASIGURAT;PJ;NULL;BRASOV;MOIECIU DE JOS;19321425;RCA;;7b9f780ee14579b1c34a4aae682b8e8b
NULL;ASIGURAT;PJ;NULL;BUCURESTI;BUCURESTI;18638138;RCA;;1ab3afd29d7935969f957b45971e710a
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;14033782;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;ASIGURAT;PJ;NULL;CLUJ;CLUJ-NAPOCA;201764148;RCA;;d9938ecd45312db94b03cf4513922b10
NULL;ASIGURAT;PJ;NULL;BRASOV;BRASOV;25731554;RCA;;256eefc3185b9c8a76c9d00131494ef1
NULL;ASIGURAT;PJ;NULL;BISTRITA NASAUD;REBRISOARA;6513282;RCA;;8b38b46a3eac0973932228bcb3ba112d
